Date;2024-12-03 17:35:26;Config settings;{'BrownianMotion': {'N': 20, 'x0': '10 * np.random.randn(N, 2)', 'mu': '0', 'D': '0.1', 'id': 'Targets'}, 'SimpleIntegrators': {'N': 10, 'x0': '10 * np.random.randn(N, 2)', 'id': 'Herders'}, 'integrator': {'dt': 0.05}, 'simulator': {'dt': 0.05, 'T': 50}, 'environment': {'dimensions': [50, 50]}, 'renderer': {'background_color': 'white', 'agent_colors': ['blue', 'red'], 'render_mode': 'pygame', 'render_dt': 0.05}, 'logger': {'log_freq': 0, 'save_freq': 10, 'comment_enable': False, 'log_path': '/../logs', 'log_name': ''}, 'repulsion': {'ity': 3, 'dis': 2.5}};Comment;
['Step', 0];['Population', 'Targets'];"['State', array([-11.85377453,  -1.10170503,   5.95089577,  11.21252367,
         3.36873381, -24.64647101,  13.80072746,  -0.32130006,
       -10.29742895, -16.90430902,  -3.12327149,  10.41273095,
        11.94017493,  -4.62045034,  -2.29283793,   0.25131094,
       -10.09854348,  -9.54603278,  -6.82632854, -11.32752876,
        -7.77822692,  -1.64286909,  -3.15120584, -14.98383065,
         9.1303766 ,  19.62443635,  -9.45427295,  10.75870748,
         1.37287617,   8.36263334,  -3.32485685,  14.41430418,
        -1.7240608 ,  -5.45368176,  16.68223551,  -4.37115735,
        18.841456  ,  -0.61474803,  -3.51268213,  -0.48215426])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['Population', 'Herders'];"['State', array([ 20.90296969,  11.710887  ,   6.46289074,   3.10709022,
        12.94840244,   9.50350072,  -0.61560078,   0.22979633,
       -10.05265172, -17.99529521,  -1.23639365,  11.87246665,
       -18.55582611,   0.80753575, -23.2753839 ,  11.94092782,
        10.71892185,  20.93570168,   4.65766044,   0.79744635])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 530];['Population', 'Targets'];"['State', array([-0.52472471, -0.88198482, -0.40818363, -1.04371634, -0.51461329,
       -0.8407158 , -0.46829982, -0.85971821, -0.45373054, -0.99321571,
       -0.46951068, -0.93734751, -0.53327225, -0.83184742, -0.48193046,
       -0.78166979, -0.43917516, -0.9747389 , -0.43967309, -0.90901941,
       -0.51982901, -0.62888814, -0.45413601, -0.87433979, -0.56542088,
       -0.72574082, -0.57150391, -0.64929499, -0.47489251, -0.81857053,
       -0.61540957, -0.7662718 , -0.71791863, -0.55244517, -0.57432736,
       -0.82510499, -0.39980783, -0.95052168, -0.45324904, -0.8200815 ])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  0.61986298, -0.76976836, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -3.50990816, -5.14576009,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 540];['Population', 'Targets'];"['State', array([-2.08132127,  0.42499647, -1.99163589,  0.27191045, -1.69702948,
        0.4529448 , -1.72982535,  0.40054465, -1.8987663 ,  0.34714954,
       -2.01584261,  0.24525804, -1.54679298,  0.51763042, -1.5130024 ,
        0.48988695, -1.7624536 ,  0.42243083, -1.5999196 ,  0.48040735,
       -1.44748803,  0.58985591, -1.68614302,  0.37481915, -1.55448595,
        0.46701668, -1.36086141,  0.59018245, -1.66009269,  0.48739287,
       -1.71712056,  0.47018942, -1.62074092,  0.61238774, -1.76181758,
        0.41401223, -1.770394  ,  0.35640093, -1.69326751,  0.46193733])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.00183498, -0.77437207, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -4.45119271,  3.91322377,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 550];['Population', 'Targets'];"['State', array([-1.08386272,  1.83702493, -0.91044983,  1.5840031 , -0.57640538,
        1.18081509, -0.67370375,  1.23787006, -0.83040978,  1.34098916,
       -0.922982  ,  1.5156917 , -0.57251043,  1.21883708, -0.53739008,
        1.12239425, -0.69315885,  1.32307674, -0.62767971,  1.24662456,
       -0.62890047,  1.28454232, -0.6323903 ,  0.97413528, -0.51957886,
        1.01953074, -0.57912315,  1.11466375, -0.61398778,  1.33397121,
       -0.81403029,  1.28089666, -0.71396316,  1.36096987, -0.7518162 ,
        1.05796644, -0.69660625,  1.11981759, -0.70758501,  1.39995855])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.46618815,  1.55679071, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 1.84952909, 4.27146028, 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 560];['Population', 'Targets'];"['State', array([ 0.12806901,  1.29868259,  0.14714313,  1.10922858,  0.06297712,
        0.89170347, -0.11685572,  0.7151692 ,  0.03416513,  0.86666489,
        0.16035759,  0.93837138,  0.00681147,  0.79135415, -0.05753272,
        0.61235745,  0.12839383,  0.96949339,  0.03240246,  0.75400475,
        0.11354773,  0.85295527, -0.18354548,  0.50009957, -0.03982308,
        0.68803572,  0.01213547,  0.74887611, -0.01018066,  0.79688734,
        0.04035531,  0.81661619,  0.00479051,  0.81010542, -0.18469883,
        0.60540384,  0.01779499,  0.73500328,  0.23044829,  0.96390874])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -0.83039384,  2.58936538, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 3.52617079, 0.14271999, 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 570];['Population', 'Targets'];"['State', array([ 0.35008435,  0.02468562,  0.30545476,  0.01844667,  0.29330765,
        0.01929657, -0.02562166, -0.00972268, -0.02778117,  0.01241554,
        0.20566008,  0.03440196,  0.18243862,  0.04689042, -0.09438345,
       -0.09148263,  0.20942735,  0.0076039 ,  0.15713593,  0.01116557,
        0.21058307, -0.02038481, -0.16128957, -0.07720819,  0.07759276,
       -0.03628159,  0.1757258 , -0.03176281,  0.12851273, -0.01401068,
        0.24843725,  0.01192713, -0.0956276 ,  0.03380782, -0.30235474,
       -0.03100082,  0.17393761, -0.05656053,  0.26149848,  0.00319669])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  0.67226463,  1.71520615, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  2.8580155 , -3.61598425,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 580];['Population', 'Targets'];"['State', array([ 0.88135056, -1.14237049,  0.87112436, -1.13244196,  0.91186376,
       -1.08979288,  0.3651181 , -1.3701207 ,  0.32230662, -1.44395321,
        0.7548094 , -1.16850297,  0.65117547, -1.26121173,  0.17281136,
       -1.44995524,  0.70110762, -1.24271542,  0.67645107, -1.30849237,
        0.76584994, -1.29376429,  0.05518181, -1.59863134,  0.42847939,
       -1.41213701,  0.69136917, -1.24981165,  0.57897406, -1.27667594,
        0.7078981 , -1.18648734,  0.43653901, -1.35081331, -0.83124248,
       -1.54514078,  0.60190918, -1.33594224,  0.81159632, -1.22629802])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -1.04032587, -0.99142697, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -1.73979435, -5.30660208,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 590];['Population', 'Targets'];"['State', array([ 1.45997199, -0.7410663 ,  1.39936222, -0.672     ,  1.37233629,
       -0.65651961,  1.4010789 , -0.68558565,  1.35832531, -0.68035141,
        1.4787124 , -0.69037255,  1.35120337, -0.63440998,  1.34473274,
       -0.73406349,  1.44376391, -0.71891816,  1.4563716 , -0.73911292,
        1.58685333, -0.76013324,  1.30122198, -0.7093767 ,  1.42506188,
       -0.73697994,  1.31616368, -0.66720999,  1.3374472 , -0.59926495,
        1.36862337, -0.70905044,  1.38242306, -0.70246153,  0.74911187,
       -0.44305316,  1.36630534, -0.70951171,  1.51545225, -0.75055423])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  0.93223629, -1.84460426, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 5.65107602, 1.22358338, 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 600];['Population', 'Targets'];"['State', array([ 0.32243326, -0.01018531,  0.25598962,  0.12066431,  0.34327881,
        0.13957848,  0.29026633,  0.03566022,  0.31353103,  0.11650274,
        0.35247095,  0.14430883,  0.39536145,  0.23544284,  0.31549317,
        0.00289674,  0.37108752,  0.04630253,  0.35848192,  0.15473621,
        0.55302129,  0.01891666,  0.31724546,  0.05887178,  0.30723755,
        0.08465395,  0.35939298,  0.066933  ,  0.33842148,  0.13625745,
        0.31825636,  0.04454167,  0.31809197,  0.02903464,  0.10370312,
        0.06609447,  0.30295216,  0.11026252,  0.50214557,  0.05486634])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.13050461, -0.64744514, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -0.68552836,  2.35799668,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 610];['Population', 'Targets'];"['State', array([-0.8585096 , -0.27445145, -0.79399389, -0.268868  , -0.84668538,
       -0.00975627, -0.77042392, -0.3568998 , -0.86161785, -0.18731901,
       -0.95578035,  0.25530026, -0.91318888,  0.11787832, -0.90766587,
       -0.14508109, -0.81808237, -0.26321914, -0.96135248, -0.06470555,
       -0.88271126, -0.05911714, -0.88558184,  0.15097707, -0.95773528,
       -0.09986479, -0.86166718, -0.3334107 , -0.79262888, -0.06271722,
       -0.85986107, -0.03874163, -0.79427318, -0.40919898, -0.92576851,
       -0.27198571, -0.92184907, -0.1079155 , -0.77255193, -0.25719414])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -0.1098051 ,  0.84370381, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -6.22713656,  0.42918617,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 620];['Population', 'Targets'];"['State', array([-0.63622103, -1.35195335, -0.49780013, -1.22007704, -0.6559498 ,
       -1.21571713, -0.46280722, -1.27161935, -0.44850983, -1.16539202,
       -1.99281573, -1.65952994, -1.11646188, -1.42019092, -0.82861989,
       -1.38578264, -0.49981703, -1.25738936, -1.431567  , -1.53604125,
       -0.89326599, -1.30565589, -1.07885115, -1.37804912, -0.7392963 ,
       -1.3025656 , -0.34737544, -1.11578579, -0.5481497 , -1.21183627,
       -0.63007163, -1.20701003, -0.42313079, -1.30967787, -0.85550363,
       -1.35623141, -0.85937737, -1.31085114, -0.25422026, -1.14259324])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.33344171, -0.98574587, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -2.36923535, -4.67281832,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 630];['Population', 'Targets'];"['State', array([-0.02695671, -0.73697016, -0.0091727 , -0.73878431, -0.14352971,
       -0.61918248,  0.02158723, -0.7358319 ,  0.0682438 , -0.69990063,
       -0.67066729, -0.48660911, -0.20394623, -0.58938727, -0.17852459,
       -0.6069231 ,  0.09419215, -0.74132817, -0.39509488, -0.46823963,
       -0.04587557, -0.70173916, -0.23921951, -0.60105088, -0.07914657,
       -0.64957375,  0.13114047, -0.72027087, -0.10153925, -0.59072734,
       -0.06515126, -0.64972483,  0.13579266, -0.81076585, -0.16968131,
       -0.57866829, -0.12760979, -0.67180729,  0.13829232, -0.81288927])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.43461723, -1.95897453, -0.06223364, -4.38318505,
       -1.52698652, -2.17744438,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
       -0.68940032,  2.78636887,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 640];['Population', 'Targets'];"['State', array([ 0.17627982,  0.20361058,  0.49748331,  0.1599394 ,  0.12906994,
        0.29191934,  0.44488254,  0.19291134,  0.4146896 ,  0.23897755,
       -0.48465552,  0.34567015,  0.09198589,  0.32098163,  0.18843884,
        0.27320499,  0.31043007,  0.19216831, -0.26025622,  0.30697028,
        0.17272713,  0.34608514,  0.01420776,  0.24610651,  0.2358783 ,
        0.19461822,  0.59116942,  0.04548989,  0.13986077,  0.29875369,
        0.26237161,  0.26528401,  0.54455398,  0.10504166,  0.02811796,
        0.34677985,  0.03967691,  0.355253  ,  0.58215275,  0.03738282])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.43461723, -1.95897453, -0.06223364, -4.38318505,
        0.74642142, -1.33050782,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       3.96123313, 3.70080528, 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 650];['Population', 'Targets'];"['State', array([ 0.6569491 ,  1.54693718,  0.73693855,  1.28412762,  0.58940213,
        1.62389897,  0.76999908,  1.33458578,  0.7248361 ,  1.37246851,
       -1.24019529,  2.25178359,  0.59172525,  1.6579607 ,  0.63642793,
        1.5678311 ,  0.7034707 ,  1.44122112, -0.23825562,  2.22926614,
        0.65972345,  1.56107818,  0.49310575,  1.66342077,  0.72365867,
        1.46259425,  0.76347693,  1.06281852,  0.59601678,  1.64049126,
        0.69681008,  1.467069  ,  0.78849303,  0.98388662,  0.58398643,
        1.68221404,  0.52135358,  1.62032827,  0.74723739,  0.88579146])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.43461723, -1.95897453, -0.06223364, -4.38318505,
       -1.26052365,  1.52187549,  3.40331921,  1.6780167 ,  2.33532681,
        1.23281861,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
       -2.26157323,  5.37131204,  0.        ,  0.        , -3.50248445,
        4.26079282,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 660];['Population', 'Targets'];"['State', array([-0.08338765,  0.92579859,  0.06755905,  0.6297435 , -0.1055362 ,
        1.02501683,  0.26659664,  0.61987571, -0.0588952 ,  0.77639599,
       -0.16014451,  4.37095393, -0.04647411,  1.00367571, -0.04574225,
        0.96443403,  0.01358529,  0.87947979, -0.30612856,  1.83835558,
        0.0069757 ,  0.89876725, -0.13263636,  1.10236707, -0.02249139,
        0.75138904,  0.27667245,  0.45347825, -0.2013068 ,  1.07690673,
       -0.11765174,  0.85865552,  0.19246042,  0.56689238, -0.27396796,
        1.22567048, -0.07691768,  0.97625554,  0.24903679,  0.31737204])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.43461723, -1.95897453, -0.06223364, -4.38318505,
       -1.10062372,  4.17807245,  3.40331921,  1.6780167 ,  0.5711055 ,
        2.94946455,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        2.44901054,  4.56624197,  0.        ,  0.        , -3.40608688,
        1.088118  ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 670];['Population', 'Targets'];"['State', array([-0.27197442,  0.40714975,  0.16631215,  0.48391906, -0.09307754,
        0.52615819,  0.40202563,  0.40847225,  0.02694321,  0.36985728,
        1.74944417,  4.65311275,  0.03782682,  0.49414554, -0.08063439,
        0.43730351, -0.0449213 ,  0.44461655, -0.78213958,  0.60374692,
        0.14514555,  0.40215051, -0.14401822,  0.50951842,  0.0466991 ,
        0.46045819,  0.28868302,  0.37806427, -0.37356368,  0.45713968,
       -0.113765  ,  0.38922957,  0.20577712,  0.40654554, -0.37686566,
        0.52621444, -0.18994682,  0.4442843 ,  0.18665455,  0.31262672])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.43461723, -1.95897453, -0.06223364, -4.38318505,
        0.80163965,  5.65419902,  3.40331921,  1.6780167 , -0.91265114,
        2.34413683,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        4.28285765,  0.95428166,  0.        ,  0.        , -2.58895573,
       -2.5698439 ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
